-0.13896307	0.069815464	-0.113102235	0.016470093	0.03676661	0.042031832	0.08044432	-0.06996385	-0.09652344	-0.013418434	-0.09136316	-0.063277744	-0.10066324	0.07250716	0.046495043	0.05866686
-0.14014235	0.011145863	-0.04363494	-0.077419	0.076233156	0.008515743	-0.004391288	0.042504355	-0.07398622	0.017193181	-0.038337633	-0.022590477	-0.0059080054	0.01317541	-0.02478345	-0.022649134
-0.049644694	-0.009202751	0.013086429	-0.029266039	-0.019755447	-0.114869095	-0.0420478	0.047175772	0.012666689	-0.009318526	0.004924162	0.0088201845	-0.025844716	-0.05279121	-0.06267868	-0.07120448
-0.1328282	-0.012533952	-0.043286163	-0.06368235	0.10848488	-0.03082062	0.004735364	-0.033733238	-0.109519765	0.0013810098	0.020979233	-0.06994467	-0.078923576	0.03158996	-0.023795402	-0.019310981
-0.21612686	0.063551456	-0.11978355	-0.052797344	0.12570608	0.10121898	0.059255492	-0.027713751	-0.12031652	-0.08790806	-0.11861039	-0.10347663	-0.123845175	0.111730225	-0.0034612752	0.12540293
-0.035662007	-0.12624641	0.02059856	-0.111591026	0.20379022	-0.07055186	-0.06704801	0.10310958	0.01976118	0.025175463	0.012868864	0.025794825	0.03944964	-0.075932994	-0.12197228	-0.08498049
-0.1312097	-0.053498197	0.029770287	-0.059880983	0.09964194	-0.04616497	-0.09042111	0.045878295	-0.030777967	0.05426892	-0.0010008891	-0.008195015	-0.06814202	-0.079758674	-0.09423986	-0.048584484
-0.18176296	0.051793516	-0.09529068	-0.08107379	0.17035882	0.062006768	-0.0142459525	0.06590403	-0.039123945	-0.075805284	-0.021598358	-0.03880504	-0.11780924	0.097487606	-0.042892676	0.04755802
-0.19508478	0.092178926	-0.062379617	0.03390258	0.17288017	0.04501593	0.02522525	-0.02219575	-0.07112421	-0.021853462	-0.0688383	-0.12667327	-0.102640584	0.04028377	0.0052816435	0.09048938
-0.052163385	-0.07713092	0.0093001	-0.05444581	-0.02194348	-0.03158239	-0.055611294	0.04109279	-0.05477885	-0.0057246876	0.03357977	0.043546673	-0.0237428	0.00010952169	0.0021062	-0.100532085
-0.11622343	-0.026520617	0.005533391	-0.09710668	0.2550163	-0.058671046	-0.016876204	0.13348395	-0.07055676	0.044231564	-0.011185744	0.0119671	-0.1086186	0.008525051	-0.09564402	0.0056105084
-0.11268006	0.02481668	-0.1042625	0.13062079	-0.34732926	-0.0012763372	0.0911366	-0.14138724	-0.11709567	-0.07663775	-0.006822492	-0.057205807	-0.027412497	0.014702325	0.117572635	0.0037709202
-0.026553074	-0.009606924	0.046312097	0.0009441812	-0.039040286	-0.06292822	-0.044496622	0.037113458	-0.034549374	-0.03347249	-0.027400471	-0.0045211944	-0.008699742	-0.025373664	-0.04549166	-0.059711237
-0.04914086	-0.04621913	0.001202302	-0.05963081	-0.06289211	-0.08691513	-0.08845725	0.0247906	-0.06460293	0.047814388	0.10150695	0.07934145	-0.07140487	-0.02786396	-0.07334034	-0.04727076
-0.090664215	0.084527984	-0.12882496	0.10980816	-0.1832076	0.09922241	0.1051679	-0.12864941	-0.18030258	-0.033554573	-0.07705901	-0.11945565	-0.11214678	0.13204066	0.16276091	0.10399708
-0.08330963	-0.06559891	0.004223026	0.019157358	-0.049933556	-0.102766834	-0.022790084	-0.042693082	-0.07690453	0.06275069	0.039159525	0.044442266	0.0050441907	-0.01003185	-0.0002727804	-0.023654468
-0.020923005	-0.092722975	-0.014735821	-0.022580188	-0.02751545	-0.05098148	-0.06383173	0.0091612395	-0.009541108	0.0634098	0.009867723	0.027608387	-0.010916548	0.010547136	0.030006114	-0.06345107
0.01040186	-0.06493443	0.0755028	0.013724901	-0.25658765	-0.16880393	-0.11786619	-0.0693461	-0.036158804	0.12170763	0.12470387	0.06527888	0.06619809	-0.11316456	0.046068087	-0.08160659
